Individual,Site,Comp.Species,DBH
ACEPEN201602_GR,GR,BETLEN,2.2
ACEPEN201602_GR,GR,ACERUB,2.3
ACEPEN201602_GR,GR,ABIBAL,2.4
ACEPEN201602_GR,GR,ACEPEN,2.4
ACEPEN201602_GR,GR,ACERUB,2.6
ACEPEN201602_GR,GR,ACERUB,3
ACEPEN201602_GR,GR,ABIBAL,3
ACEPEN201602_GR,GR,ABIBAL,3.2
ACEPEN201602_GR,GR,ABIBAL,3.2
ACEPEN201602_GR,GR,ABIBAL,3.4
ACEPEN201602_GR,GR,ACEPEN,3.4
ACEPEN201602_GR,GR,ACEPEN,3.5
ACEPEN201602_GR,GR,PRUPEN,3.5
ACEPEN201602_GR,GR,FAGGRA,3.7
ACEPEN201602_GR,GR,FAGGRA,4.4
ACEPEN201602_GR,GR,ACEPEN,4.7
ACEPEN201602_GR,GR,FAGGRA,5.7
ACEPEN201602_GR,GR,ABIBAL,6.9
ACEPEN201602_GR,GR,ABIBAL,7.1
ACEPEN201602_GR,GR,ABIBAL,7.8
ACEPEN201602_GR,GR,PICRUB,8
ACEPEN201602_GR,GR,ACESAC,13.6
ACEPEN201602_GR,GR,ACERUB,28.3
ACEPEN201602_GR,GR,ACESAC,34.9
ACEPEN201602_SH,SH,ACESAC,less.than.1
ACEPEN201602_SH,SH,ACESAC,less.than.1
ACEPEN201602_SH,SH,ACESAC,less.than.1
ACEPEN201602_SH,SH,CASDEN,1.1
ACEPEN201602_SH,SH,ACESAC,1.2
ACEPEN201602_SH,SH,ACESAC,1.4
ACEPEN201602_SH,SH,ACESAC,1.8
ACEPEN201602_SH,SH,ACESAC,2.1
ACEPEN201602_SH,SH,ACESAC,2.1
ACEPEN201602_SH,SH,ABIBAL,2.2
ACEPEN201602_SH,SH,THUOCC,2.2
ACEPEN201602_SH,SH,ACESAC,2.9
ACEPEN201602_SH,SH,ACESAC,3.1
ACEPEN201602_SH,SH,ABIBAL,3.4
ACEPEN201602_SH,SH,ACEPEN,4
ACEPEN201602_SH,SH,ACESAC,4.3
ACEPEN201602_SH,SH,ACESAC,4.6
ACEPEN201602_SH,SH,ABIBAL,4.9
ACEPEN201602_SH,SH,ABIBAL,5.8
ACEPEN201602_SH,SH,ACESAC,6
ACEPEN201602_SH,SH,ACEPEN,6
ACEPEN201602_SH,SH,ACESAC,6.3
ACEPEN201602_SH,SH,ACESAC,6.6
ACEPEN201602_SH,SH,ACESAC,7.2
ACEPEN201602_SH,SH,ABIBAL,7.2
ACEPEN201602_SH,SH,ACESAC,7.8
ACEPEN201602_SH,SH,ABIBAL,8.6
ACEPEN201602_SH,SH,ACERUB,9.4
ACEPEN201602_SH,SH,ACESAC,9.7
ACEPEN201602_SH,SH,ABIBAL,11
ACEPEN201602_SH,SH,ACERUB,16.3
ACEPEN201602_SH,SH,ABIBAL,17
ACEPEN201602_SH,SH,BETPAP,21
ACEPEN201602_SH,SH,BETPAP,21.4
ACEPEN201602_SH,SH,BETPAP,23.4
ACEPEN201603_GR,GR,ACEPEN,less.than.1
ACEPEN201603_GR,GR,ACEPEN,less.than.1
ACEPEN201603_GR,GR,ACEPEN,less.than.1
ACEPEN201603_GR,GR,ACESAC,less.than.1
ACEPEN201603_GR,GR,PRUPEN,less.than.1
ACEPEN201603_GR,GR,VIBLAN,less.than.1
ACEPEN201603_GR,GR,VIBLAN,less.than.1
ACEPEN201603_GR,GR,VIBLAN,less.than.1
ACEPEN201603_GR,GR,VIBLAN,less.than.1
ACEPEN201603_GR,GR,VIBLAN,less.than.1
ACEPEN201603_GR,GR,VIBLAN,less.than.1
ACEPEN201603_GR,GR,VIBLAN,1.1
ACEPEN201603_GR,GR,ACEPEN,1.2
ACEPEN201603_GR,GR,ACESAC,2.9
ACEPEN201603_GR,GR,ACERUB,9.2
ACEPEN201603_GR,GR,ACESAC,9.7
ACEPEN201603_GR,GR,ACERUB,10.1
ACEPEN201603_GR,GR,ABIBAL,19.9
ACEPEN201603_GR,GR,ABIBAL,23.5
ACEPEN201603_GR,GR,ABIBAL,40.3
ACEPEN201603_SH,SH,ACEPEN,less.than.1
ACEPEN201603_SH,SH,ACEPEN,less.than.1
ACEPEN201603_SH,SH,ACEPEN,less.than.1
ACEPEN201603_SH,SH,ACEPEN,less.than.1
ACEPEN201603_SH,SH,ACEPEN,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,CORCOR,less.than.1
ACEPEN201603_SH,SH,ABIBAL,less.than.1
ACEPEN201603_SH,SH,AMELAE,less.than.1
ACEPEN201603_SH,SH,AMELAE,less.than.1
ACEPEN201603_SH,SH,ACEPEN,1
ACEPEN201603_SH,SH,ACEPEN,1
ACEPEN201603_SH,SH,CORCOR,1
ACEPEN201603_SH,SH,CORCOR,1.1
ACEPEN201603_SH,SH,ILEMUC,1.1
ACEPEN201603_SH,SH,ILEMUC,1.2
ACEPEN201603_SH,SH,CORCOR,1.3
ACEPEN201603_SH,SH,CORCOR,1.3
ACEPEN201603_SH,SH,ACEPEN,1.4
ACEPEN201603_SH,SH,CORCOR,1.4
ACEPEN201603_SH,SH,CORCOR,1.4
ACEPEN201603_SH,SH,ILEMUC,1.4
ACEPEN201603_SH,SH,ACEPEN,1.5
ACEPEN201603_SH,SH,CORCOR,1.5
ACEPEN201603_SH,SH,ABIBAL,1.5
ACEPEN201603_SH,SH,ACEPEN,1.6
ACEPEN201603_SH,SH,CORCOR,1.7
ACEPEN201603_SH,SH,ACERUB,1.8
ACEPEN201603_SH,SH,CORCOR,1.8
ACEPEN201603_SH,SH,ILEMUC,1.8
ACEPEN201603_SH,SH,ACEPEN,2
ACEPEN201603_SH,SH,ACEPEN,2
ACEPEN201603_SH,SH,ACEPEN,2.4
ACEPEN201603_SH,SH,ACEPEN,3.3
ACEPEN201603_SH,SH,ABIBAL,3.3
ACEPEN201603_SH,SH,ACERUB,4
ACEPEN201603_SH,SH,ABIBAL,5
ACEPEN201603_SH,SH,ACEPEN,6.4
ACEPEN201603_SH,SH,ABIBAL,6.7
ACEPEN201603_SH,SH,THUOCC,9.2
ACEPEN201603_SH,SH,ABIBAL,10.9
ACEPEN201603_SH,SH,ACERUB,11.6
ACEPEN201603_SH,SH,BETPAP,13.1
ACEPEN201603_SH,SH,ACERUB,16.5
ACEPEN201603_SH,SH,BETPAP,19
ACEPEN201603_SH,SH,BETPAP,21.7
ACEPEN201603_SH,SH,BETPAP,25
ACEPEN201604_SH,SH,ACERUB,less.than.1
ACEPEN201604_SH,SH,ACERUB,less.than.1
ACEPEN201604_SH,SH,ACERUB,1
ACEPEN201604_SH,SH,ACEPEN,1.4
ACEPEN201604_SH,SH,ACERUB,1.5
ACEPEN201604_SH,SH,ACERUB,1.5
ACEPEN201604_SH,SH,ACERUB,1.7
ACEPEN201604_SH,SH,ACERUB,1.8
ACEPEN201604_SH,SH,ACERUB,1.9
ACEPEN201604_SH,SH,ACERUB,2
ACEPEN201604_SH,SH,ACEPEN,2
ACEPEN201604_SH,SH,ACERUB,2.4
ACEPEN201604_SH,SH,ACERUB,2.4
ACEPEN201604_SH,SH,ABIBAL,2.5
ACEPEN201604_SH,SH,ACERUB,2.5
ACEPEN201604_SH,SH,ACERUB,2.8
ACEPEN201604_SH,SH,ABIBAL,2.8
ACEPEN201604_SH,SH,ACERUB,2.9
ACEPEN201604_SH,SH,ACERUB,2.9
ACEPEN201604_SH,SH,ABIBAL,3
ACEPEN201604_SH,SH,ACEPEN,3.1
ACEPEN201604_SH,SH,ACERUB,3.3
ACEPEN201604_SH,SH,ACEPEN,3.4
ACEPEN201604_SH,SH,ACERUB,3.4
ACEPEN201604_SH,SH,ACERUB,4
ACEPEN201604_SH,SH,ACERUB,4.1
ACEPEN201604_SH,SH,ACERUB,4.1
ACEPEN201604_SH,SH,ACERUB,4.3
ACEPEN201604_SH,SH,ABIBAL,4.7
ACEPEN201604_SH,SH,ACERUB,5
ACEPEN201604_SH,SH,ACEPEN,5.9
ACEPEN201604_SH,SH,ACEPEN,6.2
ACEPEN201604_SH,SH,ACEPEN,10
ACEPEN201604_SH,SH,ABIBAL,10.2
ACEPEN201604_SH,SH,BETPAP,11
ACEPEN201604_SH,SH,ABIBAL,11.1
ACEPEN201604_SH,SH,ABIBAL,13
ACEPEN201604_SH,SH,BETPAP,16
ACEPEN201604_SH,SH,BETPAP,16.5
ACEPEN201604_SH,SH,BETPAP,22.6
ACEPEN201605_GR,GR,VIBLAN,less.than.1
ACEPEN201605_GR,GR,VIBLAN,less.than.1
ACEPEN201605_GR,GR,VIBLAN,less.than.1
ACEPEN201605_GR,GR,VIBLAN,less.than.1
ACEPEN201605_GR,GR,VIBLAN,less.than.1
ACEPEN201605_GR,GR,VIBLAN,less.than.1
ACEPEN201605_GR,GR,VIBLAN,less.than.1
ACEPEN201605_GR,GR,ABIBAL,less.than.1
ACEPEN201605_GR,GR,ABIBAL,less.than.1
ACEPEN201605_GR,GR,ABIBAL,less.than.1
ACEPEN201605_GR,GR,ABIBAL,2.2
ACEPEN201605_GR,GR,ABIBAL,3.6
ACEPEN201605_GR,GR,ABIBAL,11.2
ACEPEN201605_GR,GR,ABIBAL,17.4
ACEPEN201605_GR,GR,ABIBAL,18.6
ACEPEN201605_GR,GR,ABIBAL,29.8
ACEPEN201605_GR,GR,BETALL,30.7
ACEPEN201605_GR,GR,ABIBAL,48.7
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,ACESPI,less.than.1
ACEPEN201605_SH,SH,AMELAE,less.than.1
ACEPEN201605_SH,SH,AMELAE,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACESAC,less.than.1
ACEPEN201605_SH,SH,ACEPEN,less.than.1
ACEPEN201605_SH,SH,ACEPEN,less.than.1
ACEPEN201605_SH,SH,ACERUB,less.than.1
ACEPEN201605_SH,SH,CORCOR,less.than.1
ACEPEN201605_SH,SH,CORCOR,less.than.1
ACEPEN201605_SH,SH,CORCOR,less.than.1
ACEPEN201605_SH,SH,CORCOR,less.than.1
ACEPEN201605_SH,SH,CORCOR,less.than.1
ACEPEN201605_SH,SH,ACESPI,1
ACEPEN201605_SH,SH,ACESPI,1
ACEPEN201605_SH,SH,ACESAC,1
ACEPEN201605_SH,SH,ACERUB,1
ACEPEN201605_SH,SH,CORCOR,1
ACEPEN201605_SH,SH,CORCOR,1
ACEPEN201605_SH,SH,ACESPI,1.1
ACEPEN201605_SH,SH,ACESAC,1.3
ACEPEN201605_SH,SH,ACESAC,1.3
ACEPEN201605_SH,SH,ACESPI,1.4
ACEPEN201605_SH,SH,ACESAC,1.4
ACEPEN201605_SH,SH,CORCOR,1.5
ACEPEN201605_SH,SH,ACEPEN,1.9
ACEPEN201605_SH,SH,ACESAC,2
ACEPEN201605_SH,SH,CORCOR,2
ACEPEN201605_SH,SH,ACERUB,3.8
ACEPEN201605_SH,SH,ACERUB,4.4
ACEPEN201605_SH,SH,ACERUB,6.8
ACEPEN201605_SH,SH,ACEPEN,9
ACEPEN201605_SH,SH,ACERUB,21.4
ACEPEN201605_SH,SH,ABIBAL,38.5
ACEPEN201606_GR,GR,POPTRE,less.than.1
ACEPEN201606_GR,GR,POPTRE,less.than.1
ACEPEN201606_GR,GR,POPTRE,less.than.1
ACEPEN201606_GR,GR,POPGRA,less.than.1
ACEPEN201606_GR,GR,POPGRA,less.than.1
ACEPEN201606_GR,GR,POPTRE,less.than.1
ACEPEN201606_GR,GR,POPTRE,less.than.1
ACEPEN201606_GR,GR,POPTRE,less.than.1
ACEPEN201606_GR,GR,ABIBAL,1.2
ACEPEN201606_GR,GR,ABIBAL,10.7
ACEPEN201606_GR,GR,PICRUB,30.1
ACEPEN201606_GR,GR,PICRUB,30.7
ACEPEN201606_GR,GR,PICRUB,36.8
BETPAP01_HF,HF,TSUCAN,18.5
BETPAP01_HF,HF,TSUCAN,32.5
BETPAP02_HF,HF,TSUCAN,less.than.1
BETPAP02_HF,HF,TSUCAN,1.4
BETPAP02_HF,HF,TSUCAN,2.1
BETPAP02_HF,HF,HAMVIR,4.9
BETPAP02_HF,HF,TSUCAN,6.2
BETPAP02_HF,HF,TSUCAN,6.9
BETPAP02_HF,HF,TSUCAN,9.2
BETPAP02_HF,HF,TSUCAN,9.8
BETPAP02_HF,HF,TSUCAN,15.1
BETPAP02_HF,HF,ACERUB,18.1
BETPAP02_HF,HF,QUERUB,22.6
BETPAP02_WM,WM,ABIBAL,1.7
BETPAP02_WM,WM,ABIBAL,2.1
BETPAP02_WM,WM,TSUCAN,2.6
BETPAP02_WM,WM,FAGGRA,2.7
BETPAP02_WM,WM,ABIBAL,2.9
BETPAP02_WM,WM,ABIBAL,3.5
BETPAP02_WM,WM,ABIBAL,4.1
BETPAP02_WM,WM,BETPAP,5.1
BETPAP02_WM,WM,ABIBAL,5.8
BETPAP02_WM,WM,ABIBAL,6.4
BETPAP02_WM,WM,ABIBAL,6.8
BETPAP02_WM,WM,ABIBAL,8.5
BETPAP02_WM,WM,BETPAP,8.5
BETPAP02_WM,WM,BETPAP,9.1
BETPAP02_WM,WM,BETPAP,10.5
BETPAP02_WM,WM,ABIBAL,12.1
BETPAP02_WM,WM,ABIBAL,26.7
BETPAP02_WM,WM,PINSTRO,56.5
BETPAP03_GR,GR,ABIBAL,less.than.1
BETPAP03_GR,GR,ACERUB,1
BETPAP03_GR,GR,ABIBAL,2.5
BETPAP03_GR,GR,ABIBAL,2.7
BETPAP03_GR,GR,ABIBAL,2.9
BETPAP03_GR,GR,ABIBAL,6.8
BETPAP03_GR,GR,ABIBAL,7.4
BETPAP03_GR,GR,ABIBAL,10.1
BETPAP03_GR,GR,ABIBAL,11.7
BETPAP03_GR,GR,ABIBAL,12.6
BETPAP03_GR,GR,ABIBAL,12.6
BETPAP03_GR,GR,ABIBAL,14.6
BETPAP03_GR,GR,ABIBAL,15.5
BETPAP03_GR,GR,ABIBAL,19.9
BETPAP03_GR,GR,ABIBAL,24.1
BETPAP03_GR,GR,ABIBAL,38.7
BETPAP04_HF,HF,TSUCAN,1.9
BETPAP04_HF,HF,TSUCAN,2.1
BETPAP04_HF,HF,TSUCAN,2.1
BETPAP04_HF,HF,TSUCAN,2.4
BETPAP04_HF,HF,TSUCAN,2.5
BETPAP04_HF,HF,TSUCAN,3.5
BETPAP04_HF,HF,TSUCAN,4.3
BETPAP04_HF,HF,TSUCAN,4.4
BETPAP04_HF,HF,TSUCAN,6.8
BETPAP04_HF,HF,TSUCAN,6.8
BETPAP04_HF,HF,TSUCAN,7.3
BETPAP04_HF,HF,TSUCAN,8.7
BETPAP04_HF,HF,TSUCAN,9.6
BETPAP04_HF,HF,TSUCAN,14
BETPAP04_HF,HF,TSUCAN,14.5
BETPAP04_HF,HF,TSUCAN,18.7
BETPAP04_HF,HF,TSUCAN,21.2
BETPAP04_HF,HF,TSUCAN,23.4
BETPAP05_GR,GR,ABIBAL,less.than.1
BETPAP05_GR,GR,SORAME,less.than.1
BETPAP05_GR,GR,PRUPEN,less.than.1
BETPAP05_GR,GR,PRUPEN,1.5
BETPAP05_GR,GR,ABIBAL,3.6
BETPAP05_GR,GR,ACERUB,3.7
BETPAP05_GR,GR,ABIBAL,5.3
BETPAP05_GR,GR,ACERUB,6.2
BETPAP05_GR,GR,ABIBAL,8.9
BETPAP05_GR,GR,ACERUB,11.4
BETPAP05_GR,GR,ACERUB,11.7
BETPAP05_GR,GR,ACERUB,12.9
BETPAP05_GR,GR,ACERUB,13.6
BETPAP05_GR,GR,ACERUB,17.1
BETPAP05_GR,GR,ACERUB,19.4
BETPAP06_WM,WM,ABIBAL,1.5
BETPAP06_WM,WM,ABIBAL,2.3
BETPAP06_WM,WM,ABIBAL,4.2
BETPAP06_WM,WM,ABIBAL,5.2
BETPAP06_WM,WM,ABIBAL,6.8
BETPAP06_WM,WM,ABIBAL,8.5
BETPAP06_WM,WM,ABIBAL,8.5
BETPAP06_WM,WM,ABIBAL,10.5
BETPAP06_WM,WM,ACERUB,11.2
BETPAP06_WM,WM,ABIBAL,13.2
BETPAP06_WM,WM,ABIBAL,13.9
BETPAP06_WM,WM,ABIBAL,14.6
BETPAP06_WM,WM,PRUSER,34.5
BETPAP06_WM,WM,ABIBAL,39.9
BETPAP07_WM,WM,ACERUB,less.than.1
BETPAP07_WM,WM,BETPAP,1.1
BETPAP07_WM,WM,BETPAP,2
BETPAP07_WM,WM,PINSTRO,2
BETPAP07_WM,WM,PINSTRO,2.5
BETPAP07_WM,WM,ACERUB,2.6
BETPAP07_WM,WM,PINSTRO,2.6
BETPAP07_WM,WM,ACERUB,2.7
BETPAP07_WM,WM,PINSTRO,2.9
BETPAP07_WM,WM,BETPAP,3
BETPAP07_WM,WM,PRUSER,3
BETPAP07_WM,WM,ACERUB,3.1
BETPAP07_WM,WM,ACERUB,3.2
BETPAP07_WM,WM,PINSTRO,3.4
BETPAP07_WM,WM,ACERUB,4
BETPAP07_WM,WM,ACERUB,4
BETPAP07_WM,WM,ACERUB,4.3
BETPAP07_WM,WM,ACERUB,4.6
BETPAP07_WM,WM,BETPOP,4.7
BETPAP07_WM,WM,PINSTRO,5.4
BETPAP07_WM,WM,PINSTRO,5.5
BETPAP07_WM,WM,ACERUB,5.6
BETPAP07_WM,WM,PRUSER,6.3
BETPAP07_WM,WM,ACERUB,7
BETPAP07_WM,WM,ACERUB,7.1
BETPAP07_WM,WM,ACERUB,7.5
BETPAP07_WM,WM,ACERUB,7.6
BETPAP07_WM,WM,BETPOP,7.6
BETPAP07_WM,WM,BETPAP,7.7
BETPAP07_WM,WM,ACERUB,9
BETPAP07_WM,WM,BETPOP,9.1
BETPAP07_WM,WM,PRUSER,9.1
BETPAP07_WM,WM,BETPAP,9.6
BETPAP07_WM,WM,BETPOP,9.6
BETPAP07_WM,WM,ACERUB,10
BETPAP07_WM,WM,PINSTRO,10
BETPAP07_WM,WM,ACERUB,10.3
BETPAP07_WM,WM,ACERUB,11.2
BETPAP07_WM,WM,ACERUB,11.5
BETPAP07_WM,WM,ACERUB,11.6
BETPAP07_WM,WM,ACERUB,12.3
BETPAP07_WM,WM,ACERUB,13.2
BETPAP08_WM,WM,ACERUB,less.than.1
BETPAP08_WM,WM,PINSTRO,1.5
BETPAP08_WM,WM,FAGGRA,2.8
BETPAP08_WM,WM,ACERUB,2.9
BETPAP08_WM,WM,ACERUB,4.2
BETPAP08_WM,WM,ACERUB,4.5
BETPAP08_WM,WM,ACERUB,4.6
BETPAP08_WM,WM,PRUSER,4.7
BETPAP08_WM,WM,PINSTRO,4.8
BETPAP08_WM,WM,ACERUB,5.6
BETPAP08_WM,WM,ACERUB,6
BETPAP08_WM,WM,PRUSER,6
BETPAP08_WM,WM,PRUSER,6.3
BETPAP08_WM,WM,PRUSER,6.3
BETPAP08_WM,WM,PRUSER,6.3
BETPAP08_WM,WM,PRUSER,6.4
BETPAP08_WM,WM,ACERUB,7.5
BETPAP08_WM,WM,PRUSER,7.8
BETPAP08_WM,WM,ACERUB,8
BETPAP08_WM,WM,PRUSER,8
BETPAP08_WM,WM,PRUSER,8.3
BETPAP08_WM,WM,PRUSER,9.8
BETPAP08_WM,WM,PRUSER,13.6
BETPAP08_WM,WM,PRUSER,15.5
BETPAP08_WM,WM,PRUSER,15.6
BETPAP09_HF,HF,ACERUB,less.than.1
BETPAP09_HF,HF,ACEPEN,less.than.1
BETPAP09_HF,HF,ACEPEN,less.than.1
BETPAP09_HF,HF,ACEPEN,less.than.1
BETPAP09_HF,HF,ACEPEN,less.than.1
BETPAP09_HF,HF,ACEPEN,1
BETPAP09_HF,HF,ACERUB,2.1
BETPAP09_HF,HF,ACERUB,2.1
BETPAP09_HF,HF,TSUCAN,2.1
BETPAP09_HF,HF,ACERUB,2.5
BETPAP09_HF,HF,ACERUB,4.4
BETPAP09_HF,HF,ACERUB,4.5
BETPAP09_HF,HF,ACERUB,4.7
BETPAP09_HF,HF,FAGGRA,5.1
BETPAP09_HF,HF,ACERUB,5.3
BETPAP09_HF,HF,ACERUB,5.4
BETPAP09_HF,HF,FAGGRA,5.4
BETPAP09_HF,HF,ACERUB,6
BETPAP09_HF,HF,ACERUB,6.3
BETPAP09_HF,HF,ACERUB,7
BETPAP09_HF,HF,ACERUB,8.2
BETPAP09_HF,HF,ACERUB,8.3
BETPAP09_HF,HF,ACERUB,8.4
BETPAP09_HF,HF,ACERUB,9
BETPAP09_HF,HF,BETPAP,9.7
BETPAP09_HF,HF,QUERUB,10.4
BETPAP09_HF,HF,QUERUB,11.6
BETPAP09_HF,HF,QUERUB,13
BETPAP09_HF,HF,QUERUB,13.8
BETPAP09_HF,HF,QUERUB,18.2
BETPAP09_HF,HF,QUERUB,20
BETPAP09_WM,WM,ACESAC,1.9
BETPAP09_WM,WM,ACESAC,2.9
BETPAP09_WM,WM,ACESAC,3.2
BETPAP09_WM,WM,ACERUB,3.5
BETPAP09_WM,WM,ACESAC,3.8
BETPAP09_WM,WM,ACESAC,3.8
BETPAP09_WM,WM,ACERUB,3.8
BETPAP09_WM,WM,ACESAC,5
BETPAP09_WM,WM,ULMAME,5.2
BETPAP09_WM,WM,ACESAC,5.3
BETPAP09_WM,WM,ACESAC,5.5
BETPAP09_WM,WM,ACERUB,6.8
BETPAP09_WM,WM,ACESAC,7.4
BETPAP09_WM,WM,ACESAC,7.5
BETPAP09_WM,WM,ULMAME,9.5
BETPAP09_WM,WM,ACERUB,10.2
BETPAP09_WM,WM,ULMAME,12.4
BETPAP09_WM,WM,FRAAME,12.7
BETPAP09_WM,WM,ULMAME,17
BETPAP09_WM,WM,ACERUB,18.5
BETPAP09_WM,WM,ACERUB,18.7
BETPAP09_WM,WM,ABIBAL,38.5
BETPAP10_WM,WM,ACERUB,1
BETPAP10_WM,WM,ABIBAL,1.4
BETPAP10_WM,WM,ABIBAL,2.4
BETPAP10_WM,WM,ABIBAL,3.7
BETPAP10_WM,WM,ACERUB,4.2
BETPAP10_WM,WM,ABIBAL,4.4
BETPAP10_WM,WM,ACEPEN,4.4
BETPAP10_WM,WM,ABIBAL,4.6
BETPAP10_WM,WM,ABIBAL,4.9
BETPAP10_WM,WM,ABIBAL,5.1
BETPAP10_WM,WM,ABIBAL,5.6
BETPAP10_WM,WM,ABIBAL,7.5
BETPAP10_WM,WM,ABIBAL,8.6
BETPAP10_WM,WM,ABIBAL,9.5
BETPAP10_WM,WM,ABIBAL,9.9
BETPAP10_WM,WM,ABIBAL,12.9
BETPAP10_WM,WM,ABIBAL,14.8
BETPAP10_WM,WM,PRUSER,15.8
BETPAP10_WM,WM,ACERUB,17
BETPAP10_WM,WM,ABIBAL,38.3
BETPAP15_HF,HF,VACCOR,less.than.1
BETPAP15_HF,HF,VACCOR,less.than.1
BETPAP15_HF,HF,VACCOR,less.than.1
BETPAP15_HF,HF,VACCOR,less.than.1
BETPAP15_HF,HF,VACCOR,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,less.than.1
BETPAP15_HF,HF,KALLAT,1
BETPAP15_HF,HF,VACCOR,1.1
BETPAP15_HF,HF,KALLAT,1.4
BETPAP15_HF,HF,VACCOR,1.6
BETPAP15_HF,HF,VACCOR,2
BETPAP15_HF,HF,RHOPRI,2
BETPAP15_HF,HF,ILEVER,2
BETPAP15_HF,HF,KALLAT,2
BETPAP15_HF,HF,KALLAT,2.1
BETPAP15_HF,HF,KALLAT,2.5
BETPAP15_HF,HF,RHOPRI,2.6
BETPAP15_HF,HF,KALLAT,2.9
BETPAP15_HF,HF,RHOPRI,3
BETPAP15_HF,HF,RHOPRI,3.1
BETPAP15_HF,HF,KALLAT,3.9
BETPAP15_HF,HF,KALLAT,5.2
BETPAP15_HF,HF,ACERUB,9.8
BETPAP15_HF,HF,ACERUB,10.5
BETPAP15_HF,HF,ACERUB,11.3
BETPAP15_HF,HF,ACERUB,14.4
BETPAP15_HF,HF,ACERUB,15.9
BETPAP15_HF,HF,NYSSYL,18.3
BETPAP15_HF,HF,ACERUB,20
BETPAP15_HF,HF,BETPAP,21.9
BETPAP15_HF,HF,ACERUB,24.3
BETPAP15_HF,HF,PINSTR,44.8
BETPAP15_HF,HF,PINSTR,48.4
BETPAP17_HF,HF,TSUCAN,less.than.1
BETPAP17_HF,HF,QUERUB,1.4
BETPAP17_HF,HF,ACERUB,1.7
BETPAP17_HF,HF,ACERUB,2.3
BETPAP17_HF,HF,ACERUB,2.7
BETPAP17_HF,HF,ACERUB,2.8
BETPAP17_HF,HF,QUERUB,2.8
BETPAP17_HF,HF,QUERUB,2.9
BETPAP17_HF,HF,ACERUB,3
BETPAP17_HF,HF,ACERUB,3.3
BETPAP17_HF,HF,ACERUB,3.4
BETPAP17_HF,HF,ACERUB,3.4
BETPAP17_HF,HF,ACERUB,3.4
BETPAP17_HF,HF,BETALL,3.5
BETPAP17_HF,HF,ACERUB,3.6
BETPAP17_HF,HF,ACERUB,4.3
BETPAP17_HF,HF,ACERUB,4.4
BETPAP17_HF,HF,QUERUB,4.5
BETPAP17_HF,HF,ACERUB,4.6
BETPAP17_HF,HF,ACERUB,4.6
